Autor;Sprecher;Titel;Orginaldatei;Datei;Start;End;Length;Size;Translated0;OriginalText;Action;Sort1
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (07317-07472).mp3;7317;7472;155;65202;der kaiser ist krank bald gibt es in frankfurt eine neue kaiserwahl;der kaiser ist krank bald gibt es in frankfurt eine neue kaiserwahl;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (07507-07614).mp3;7507;7614;107;45140;wenn unsere seite bis dahin noch stärker wird;wenn unsere seite bis dahin noch stärker wird;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (07666-07731).mp3;7666;7731;65;27586;er musterte sie;er musterte sie;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (07757-08017).mp3;7757;8017;260;109088;seine augen waren so klein und lagen so tief in ihren höhlen dass es einem vorkam als blickte er einen gar nicht an;seine augen waren so klein und lagen so tief in ihren höhlen dass es einem vorkam als blickte er einen gar nicht an;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (08059-08220).mp3;8059;8220;144;61023;ein calvinistischer kaiser fragte sie nie undenkbar;ein calvinistischer kaiser fragte sie nie undenkbar;train7;2
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (08235-08435).mp3;8235;8435;200;84010;aber ein ehemals calvinistischer kurfürst der zum katholischen glauben gefunden hat;aber ein ehemals calvinistischer kurfürst der zum katholischen glauben gefunden hat;train7;1
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (08490-08604).mp3;8490;8604;114;48066;so wie frankreichs heinrich einst katholisch geworden ist oder;so wie frankreichs heinrich einst katholisch geworden ist oder;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (08625-08912).mp3;8625;8912;255;107835;papa er tippte sich mit sanfter geste an die brust wie wir zu protestanten das haus habsburg verliert an einfluss;papa er tippte sich mit sanfter geste an die brust wie wir zu protestanten das haus habsburg verliert an einfluss;train8;123
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (08939-09170).mp3;8939;9170;231;96967;spanien hat holland fast schon eingebüßt der böhmische adel hat dem kaiser die religionstoleranz abgepresst;spanien hat holland fast schon eingebüßt der böhmische adel hat dem kaiser die religionstoleranz abgepresst;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (09214-09427).mp3;9214;9427;153;64785;die sache der vernunft macht fortschritte er schwieg erneut dann fragte er;die sache der vernunft macht fortschritte er schwieg erneut dann fragte er;train9;100000
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (09426-09491).mp3;9426;9491;65;27586;gefällt er dir denn;gefällt er dir denn;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 087.mp3;Daniel Kehlmann - Tyll - 087 (00049-00175).mp3;49;175;126;53081;die frage kam so überraschend dass sie nicht wusste was sie sagen sollte;die frage kam so überraschend dass sie nicht wusste was sie sagen sollte;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 087.mp3;Daniel Kehlmann - Tyll - 087 (00201-00286).mp3;201;286;85;35945;mit feinem lächeln neigte sie den kopf;mit feinem lächeln neigte sie den kopf;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 087.mp3;Daniel Kehlmann - Tyll - 087 (00307-00594).mp3;307;594;287;120373;diese geste funktionierte meist die leute waren dann zufrieden ohne dass man sich auf etwas hätte festlegen müssen aber bei papa verfing das nicht;diese geste funktionierte meist die leute waren dann zufrieden ohne dass man sich auf etwas hätte festlegen müssen aber bei papa verfing das nicht;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 087.mp3;Daniel Kehlmann - Tyll - 087 (00646-00711).mp3;646;711;65;27586;es ist ein risiko;es ist ein risiko;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 087.mp3;Daniel Kehlmann - Tyll - 087 (00718-00835).mp3;718;835;117;49320;sagte er du hast sie nicht gekannt;sagte er du hast sie nicht gekannt;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 087.mp3;Daniel Kehlmann - Tyll - 087 (00849-00936).mp3;849;936;87;36781;meine tante die jungfrau;meine tante die jungfrau;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 087.mp3;Daniel Kehlmann - Tyll - 087 (00954-01019).mp3;954;1019;65;27586;den alten lindwurm;den alten lindwurm;train;1
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 087.mp3;Daniel Kehlmann - Tyll - 087 (01039-01166).mp3;1039;1166;127;53499;als ich jung war dachte niemand dass ich ihr nachfolger werden würde;als ich jung war dachte niemand dass ich ihr nachfolger werden würde;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 087.mp3;Daniel Kehlmann - Tyll - 087 (01191-01438).mp3;1191;1438;240;101565;sie mochte mich nicht und meine mutter hatte sie köpfen lassen man dachte dass sie auch mich umbringen lassen würde;sie mochte mich nicht und meine mutter hatte sie köpfen lassen man dachte dass sie auch mich umbringen lassen würde;train8;101001
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 087.mp3;Daniel Kehlmann - Tyll - 087 (01455-01520).mp3;1455;1520;65;27586;aber es ist nicht passiert;aber es ist nicht passiert;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 087.mp3;Daniel Kehlmann - Tyll - 087 (01567-01675).mp3;1567;1675;108;45558;sie war deine taufpatin du trägst ihren namen;sie war deine taufpatin du trägst ihren namen;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 087.mp3;Daniel Kehlmann - Tyll - 087 (01701-02024).mp3;1701;2024;290;122045;aber zur taufe ist sie nicht gekommen ein zeichen ihrer abneigung und trotzdem kam ich nach ihr in der thronfolge;aber zur taufe ist sie nicht gekommen ein zeichen ihrer abneigung und trotzdem kam ich nach ihr in der thronfolge;train8;11000
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 087.mp3;Daniel Kehlmann - Tyll - 087 (02036-02142).mp3;2036;2142;106;44722;niemand dachte dass sie einen stuart könig zulassen würde;niemand dachte dass sie einen stuart könig zulassen würde;train7;2
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 087.mp3;Daniel Kehlmann - Tyll - 087 (02159-02224).mp3;2159;2224;65;27586;auch ich habe es nicht gedacht;auch ich habe es nicht gedacht;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 087.mp3;Daniel Kehlmann - Tyll - 087 (02248-02473).mp3;2248;2473;225;94459;ich sterbe bevor das jahr vorbei ist das dachte ich jedes jahr aber dann am ende jedes jahres war ich noch am leben;ich sterbe bevor das jahr vorbei ist das dachte ich jedes jahr aber dann am ende jedes jahres war ich noch am leben;train7;101
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 087.mp3;Daniel Kehlmann - Tyll - 087 (02515-02580).mp3;2515;2580;65;27586;und hier bin ich;und hier bin ich;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 087.mp3;Daniel Kehlmann - Tyll - 087 (02599-02691).mp3;2599;2691;92;38871;und sie fault im grab;und sie fault im grab;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 087.mp3;Daniel Kehlmann - Tyll - 087 (02782-03238).mp3;2782;3238;390;164259;das war die längste rede die sie ihn je hatte halten hören scheu nicht das risiko liz und vergiss nie dass der arme kerl tun wird was du ihm sagst er ist dir nicht gewachsen;das war die längste rede die sie ihn je hatte halten hören scheu nicht das risiko liz und vergiss nie dass der arme kerl tun wird was du ihm sagst er ist dir nicht gewachsen;train8;100111
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 087.mp3;Daniel Kehlmann - Tyll - 087 (03308-03649).mp3;3308;3649;335;140853;er überlegte dann fügte er wie aus dem nichts hinzu das schießpulver unterm parlament liz wir könnten alle tot sein;er überlegte dann fügte er wie aus dem nichts hinzu das schießpulver unterm parlament liz wir könnten alle tot sein;train7;10102
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 087.mp3;Daniel Kehlmann - Tyll - 087 (03693-04102).mp3;3693;4102;351;147959;aber wir sind noch hier sie wartete doch anstatt noch etwas zu sagen verschränkte er die hände wieder auf dem rücken und verließ ohne ein weiteres wort den raum;aber wir sind noch hier sie wartete doch anstatt noch etwas zu sagen verschränkte er die hände wieder auf dem rücken und verließ ohne ein weiteres wort den raum;train9;111012
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 087.mp3;Daniel Kehlmann - Tyll - 087 (04144-04209).mp3;4144;4209;65;27586;und sie blieb allein zurück;und sie blieb allein zurück;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 087.mp3;Daniel Kehlmann - Tyll - 087 (04231-04358).mp3;4231;4358;127;53499;sie blickte aus dem fenster aus dem eben noch er geblickt hatte;sie blickte aus dem fenster aus dem eben noch er geblickt hatte;train7;2
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 087.mp3;Daniel Kehlmann - Tyll - 087 (04386-04556).mp3;4386;4556;170;71472;als könnte sie ihren vater auf diese art besser verstehen und dachte ans schießpulver;als könnte sie ihren vater auf diese art besser verstehen und dachte ans schießpulver;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 087.mp3;Daniel Kehlmann - Tyll - 087 (04555-04818).mp3;4555;4818;263;110342;es war erst acht jahre her dass die meuchelmörder versucht hatten papa und mama zu töten;es war erst acht jahre her dass die meuchelmörder versucht hatten papa und mama zu töten;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 087.mp3;Daniel Kehlmann - Tyll - 087 (04818-04890).mp3;4818;4890;72;30512;und das land wieder katholisch zu machen;und das land wieder katholisch zu machen;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 087.mp3;Daniel Kehlmann - Tyll - 087 (04926-05093).mp3;4926;5093;167;70218;tief in der nacht hatte lord harington sie wach gerüttelt und gerufen steht auf sie kommen;tief in der nacht hatte lord harington sie wach gerüttelt und gerufen steht auf sie kommen;train8;110000
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 087.mp3;Daniel Kehlmann - Tyll - 087 (05141-05252).mp3;5141;5252;111;46812;sie hatte erst nicht gewusst wo sie war und wovon er sprach;sie hatte erst nicht gewusst wo sie war und wovon er sprach;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 087.mp3;Daniel Kehlmann - Tyll - 087 (05272-05627).mp3;5272;5627;355;148794;und als ihr bewusstsein sich langsam aus den nebeln des schlafs gelöst hatte fiel ihr nur ein wie ungehörig es war dass dieser erwachsene mann in ihrem schlafzimmer stand;und als ihr bewusstsein sich langsam aus den nebeln des schlafs gelöst hatte fiel ihr nur ein wie ungehörig es war dass dieser erwachsene mann in ihrem schlafzimmer stand;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 087.mp3;Daniel Kehlmann - Tyll - 087 (05644-05709).mp3;5644;5709;65;27586;so etwas war noch nie passiert;so etwas war noch nie passiert;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 087.mp3;Daniel Kehlmann - Tyll - 087 (05757-05993).mp3;5757;5993;236;99057;wollen sie mich töten schlimmer erst müsst ihr konvertieren und dann setzen sie euch auf den thron;wollen sie mich töten schlimmer erst müsst ihr konvertieren und dann setzen sie euch auf den thron;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 087.mp3;Daniel Kehlmann - Tyll - 087 (06050-06170).mp3;6050;6170;120;50574;dann waren sie gereist eine nacht einen tag noch eine nacht;dann waren sie gereist eine nacht einen tag noch eine nacht;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 087.mp3;Daniel Kehlmann - Tyll - 087 (06180-06600).mp3;6180;6600;378;158826;liz hatte neben ihrer zofe in einer kutsche gesessen die so geruckelt hatte dass sie sich mehrmals aus dem fenster übergeben musste hinter der kutsche ritt ein halbes dutzend bewaffneter männer;liz hatte neben ihrer zofe in einer kutsche gesessen die so geruckelt hatte dass sie sich mehrmals aus dem fenster übergeben musste hinter der kutsche ritt ein halbes dutzend bewaffneter männer;train8;1
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 087.mp3;Daniel Kehlmann - Tyll - 087 (06611-06862).mp3;6611;6862;217;91534;lord harington ritt vorneweg als sie in den frühen morgenstunden rasteten erklärte er ihr flüsternd;lord harington ritt vorneweg als sie in den frühen morgenstunden rasteten erklärte er ihr flüsternd;train7;20000
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 087.mp3;Daniel Kehlmann - Tyll - 087 (06864-06933).mp3;6864;6933;69;29258;dass er selbst fast nichts wisse;dass er selbst fast nichts wisse;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 087.mp3;Daniel Kehlmann - Tyll - 087 (06945-07217).mp3;6945;7217;272;114103;ein bote sei gekommen und habe berichtet dass eine mörderbande die ein jesuit befehlige nach maria stuarts enkelin suche;ein bote sei gekommen und habe berichtet dass eine mörderbande die ein jesuit befehlige nach maria stuarts enkelin suche;train7;10000
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 087.mp3;Daniel Kehlmann - Tyll - 087 (07229-07335).mp3;7229;7335;106;44722;man wolle sie entführen und zur königin machen;man wolle sie entführen und zur königin machen;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 087.mp3;Daniel Kehlmann - Tyll - 087 (07377-07471).mp3;7377;7471;94;39707;ihr vater sei wahrscheinlich tot ihre mutter ebenso;ihr vater sei wahrscheinlich tot ihre mutter ebenso;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 087.mp3;Daniel Kehlmann - Tyll - 087 (07505-07639).mp3;7505;7639;134;56425;es gibt doch gar keine jesuiten in england meine großtante hat sie fortgejagt;es gibt doch gar keine jesuiten in england meine großtante hat sie fortgejagt;train9;100000
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 087.mp3;Daniel Kehlmann - Tyll - 087 (07650-07715).mp3;7650;7715;65;27586;ein paar gibt es noch;ein paar gibt es noch;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 087.mp3;Daniel Kehlmann - Tyll - 087 (07720-07785).mp3;7720;7785;65;27586;sie verstecken sich;sie verstecken sich;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 087.mp3;Daniel Kehlmann - Tyll - 087 (07784-07993).mp3;7784;7993;209;87772;einer der schlimmsten heißt tesimond wir suchen ihn schon lange aber immer ist er entkommen und jetzt sucht er euch;einer der schlimmsten heißt tesimond wir suchen ihn schon lange aber immer ist er entkommen und jetzt sucht er euch;train7;1005
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 087.mp3;Daniel Kehlmann - Tyll - 087 (08035-08121).mp3;8035;8121;86;36363;lord harington stand stöhnend auf;lord harington stand stöhnend auf;train7;10000
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 087.mp3;Daniel Kehlmann - Tyll - 087 (08130-08257).mp3;8130;8257;127;53499;er war nicht mehr der jüngste und es fiel ihm schwer stundenlang zu reiten;er war nicht mehr der jüngste und es fiel ihm schwer stundenlang zu reiten;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 087.mp3;Daniel Kehlmann - Tyll - 087 (08269-08334).mp3;8269;8334;65;27586;wir müssen weiter;wir müssen weiter;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 087.mp3;Daniel Kehlmann - Tyll - 087 (08385-08631).mp3;8385;8631;246;103236;dann hatten sie sich in einem kleinen haus bei coventry versteckt und liz hatte das zimmer nicht verlassen dürfen;dann hatten sie sich in einem kleinen haus bei coventry versteckt und liz hatte das zimmer nicht verlassen dürfen;train7;2
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 087.mp3;Daniel Kehlmann - Tyll - 087 (08673-08749).mp3;8673;8749;76;32183;sie hatte nur eine puppe dabeigehabt;sie hatte nur eine puppe dabeigehabt;train7;10000
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 087.mp3;Daniel Kehlmann - Tyll - 087 (08762-08827).mp3;8762;8827;65;27586;keine bücher;keine bücher;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 087.mp3;Daniel Kehlmann - Tyll - 087 (08835-09126).mp3;8835;9126;291;122045;und vom zweiten tag an war die langeweile so quälend gewesen dass sie sogar den jesuiten tesimond der ödnis des zimmers vorgezogen hätte;und vom zweiten tag an war die langeweile so quälend gewesen dass sie sogar den jesuiten tesimond der ödnis des zimmers vorgezogen hätte;train7;10001
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 087.mp3;Daniel Kehlmann - Tyll - 087 (09127-09573).mp3;9127;9573;446;186828;immer dieselbe kommode dieselben bodenfliesen die sie so oft schon durchgezählt hatte die dritte in der zweiten reihe vom fenster aus gezählt war gesprungen ebenso wie die siebte in der sechsten reihe;immer dieselbe kommode dieselben bodenfliesen die sie so oft schon durchgezählt hatte die dritte in der zweiten reihe vom fenster aus gezählt war gesprungen ebenso wie die siebte in der sechsten reihe;train7;10000
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 087.mp3;Daniel Kehlmann - Tyll - 087 (09605-09807).mp3;9605;9807;202;84846;und dann das bett und der nachttopf den zwei mal täglich einer der männer draußen leerte;und dann das bett und der nachttopf den zweimal täglich einer der männer draußen leerte;train7;10000
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 087.mp3;Daniel Kehlmann - Tyll - 087 (09832-10007).mp3;9832;10007;175;73561;und die kerze die sie nicht anzünden durfte damit man das licht nicht durchs fenster sah;und die kerze die sie nicht anzünden durfte damit man das licht nicht durchs fenster sah;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 087.mp3;Daniel Kehlmann - Tyll - 087 (10029-10123).mp3;10029;10123;94;39707;und auf einem stuhl neben dem bett;und auf einem stuhl neben dem bett;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 087.mp3;Daniel Kehlmann - Tyll - 087 (10125-10368).mp3;10125;10368;243;101983;die zofe die ihr schon drei mal ihr ganzes leben erzählt hatte in dem aber nie etwas interessantes geschehen war;die zofe die ihr schon dreimal ihr ganzes leben erzählt hatte in dem aber nie etwas interessantes geschehen war;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 088.mp3;Daniel Kehlmann - Tyll - 088 (00023-00133).mp3;23;133;110;46394;so schlimm konnte der jesuit nicht sein;so schlimm konnte der jesuit nicht sein;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 088.mp3;Daniel Kehlmann - Tyll - 088 (00151-00261).mp3;151;261;110;46394;er wollte ihr doch nichts antun er wollte sie zur königin machen;er wollte ihr doch nichts antun er wollte sie zur königin machen;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 088.mp3;Daniel Kehlmann - Tyll - 088 (00288-00428).mp3;288;428;140;58933;eure königliche hoheit verstehen das falsch sagte harington;eure königliche hoheit verstehen das falsch sagte harington;train7;10000
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 088.mp3;Daniel Kehlmann - Tyll - 088 (00437-00552).mp3;437;552;115;48484;ihr wärt nicht frei ihr müsstet tun was der papst sagt;ihr wärt nicht frei ihr müsstet tun was der papst sagt;train7;1
